contigName	contigLen	totalAvgDepth	totalAvgDepth_var
ctg_70	46009	66.509	6.6509
ctg_1445	16468	6.5667	0.6567
ctg_1704	5611	68.1386	6.8139
ctg_1740	46936	118.0675	11.8067
ctg_1493	6006	94.6535	9.4654
ctg_1482	13149	6.6345	0.6635
ctg_1043	2438	12.9609	1.2961
ctg_327	53380	73.186	7.3186
ctg_1124	42988	16.0754	1.6075
ctg_1602	3923	22.9016	2.2902
ctg_141	51255	30.981	3.0981
ctg_1369	51882	99.582	9.9582
ctg_438	6037	58.6875	5.8687
ctg_1407	3497	62.0815	6.2082
ctg_1487	6847	104.4062	10.4406
ctg_962	32919	100.0896	10.009
ctg_1019	4438	14.0018	1.4002
ctg_1447	3301	7.2799	0.728
ctg_708	19397	29.044	2.9044
ctg_1354	44237	78.9693	7.8969
ctg_358	49712	92.2559	9.2256
ctg_1056	46509	95.0885	9.5088
ctg_469	5395	49.7485	4.9748
ctg_1861	8557	16.9978	1.6998
ctg_1738	42791	119.0827	11.9083
ctg_252	58011	63.9844	6.3984
ctg_2247	48369	118.8546	11.8855
ctg_330	50671	85.1122	8.5112
ctg_394	6214	59.3982	5.9398
ctg_133	51401	28.9105	2.891
ctg_1723	46191	119.2814	11.9281
ctg_873	10254	91.9818	9.1982
ctg_1176	59188	80.5873	8.0587
ctg_1246	8522	18.0801	1.808
ctg_680	30443	24.2743	2.4274
ctg_2288	5615	105.3075	10.5308
ctg_983	21566	103.8241	10.3824
ctg_672	12173	63.1076	6.3108
ctg_2137	2848	86.1732	8.6173
ctg_334	45615	87.8143	8.7814
ctg_1868	5385	19.6916	1.9692
ctg_1724	46891	113.4842	11.3484
ctg_243	49366	90.1128	9.0113
ctg_1252	9894	18.9512	1.8951
ctg_388	12236	62.4456	6.2446
ctg_323	46282	97.7098	9.771
ctg_1347	58406	85.156	8.5156
ctg_247	54417	87.8806	8.7881
ctg_562	7652	60.1598	6.016
ctg_1817	5398	22.374	2.2374
ctg_603	24884	55.1508	5.5151
ctg_1912	4384	89.07	8.907
ctg_134	48204	30.6533	3.0653
ctg_1699	6973	65.2662	6.5266
ctg_332	57309	100.3852	10.0385
ctg_302	51824	102.0184	10.2018
ctg_102	7908	140.1954	14.0195
ctg_587	9735	51.6345	5.1635
ctg_2087	45606	70.2884	7.0288
ctg_1541	3947	21.0831	2.1083
ctg_1534	2161	25.5979	2.5598
ctg_939	6968	50.9288	5.0929
ctg_1353	59080	86.4093	8.6409
ctg_321	50773	95.0604	9.506
ctg_524	5106	59.9834	5.9983
ctg_906	6367	42.9398	4.294
ctg_2020	46231	141.6072	14.1607
ctg_1035	4780	14.2924	1.4292
ctg_2128	3392	111.4011	11.1401
ctg_637	8068	54.2189	5.4219
ctg_1628	20791	20.9841	2.0984
ctg_373	51259	77.0052	7.7005
ctg_869	42897	89.827	8.9827
ctg_1082	7458	151.3588	15.1359
ctg_1110	47663	11.7322	1.1732
ctg_1930	4773	69.8768	6.9877
ctg_1878	5228	16.4466	1.6447
ctg_621	5763	59.0108	5.9011
ctg_1081	2734	180.7699	18.077
ctg_1260	8899	21.3506	2.1351
ctg_16	60723	60.82	6.082
ctg_1121	37574	13.945	1.3945
ctg_177	51256	116.1922	11.6192
ctg_1014	6252	12.5095	1.2509
ctg_1715	37744	6.0313	0.6031
ctg_1947	2302	82.6386	8.2639
ctg_1932	6498	87.6073	8.7607
ctg_290	49264	78.285	7.8285
ctg_2200	48561	65.8232	6.5823
ctg_2048	50878	40.3209	4.0321
ctg_265	58735	92.3912	9.2391
ctg_697	11182	30.0977	3.0098
ctg_2002	53253	126.7654	12.6765
ctg_934	3492	42.9346	4.2935
ctg_2162	7546	97.4198	9.742
ctg_11	53246	59.7437	5.9744
ctg_720	12715	25.2551	2.5255
ctg_1712	53800	5.6782	0.5678
ctg_1525	2570	24.9367	2.4937
ctg_127	53801	33.7661	3.3766
ctg_1636	6825	27.8242	2.7824
ctg_1944	10803	98.4878	9.8488
ctg_273	56440	82.716	8.2716
ctg_847	11646	130.6744	13.0674
ctg_1023	12640	12.9841	1.2984
ctg_2270	5745	92.6437	9.2644
ctg_889	23037	16.1875	1.6187
ctg_43	55724	48.4389	4.8439
ctg_1225	6024	23.9524	2.3952
ctg_2055	48033	31.8764	3.1876
ctg_428	7720	50.8972	5.0897
ctg_223	46179	92.0183	9.2018
ctg_1581	2278	24.1874	2.4187
ctg_1955	2320	73.0111	7.3011
ctg_1067	6053	145.614	14.5614
ctg_466	15985	61.998	6.1998
ctg_818	7256	147.3408	14.7341
ctg_351	55928	87.7673	8.7767
ctg_2082	42615	44.1572	4.4157
ctg_1528	7891	26.3418	2.6342
ctg_57	51383	77.1036	7.7104
ctg_1640	2533	22.3149	2.2315
ctg_27	51358	68.595	6.8595
ctg_1069	7641	159.0095	15.901
ctg_1940	2854	86.7411	8.6741
ctg_1937	2306	72.3747	7.2375
ctg_746	7990	129.6681	12.9668
ctg_1569	17764	25.8633	2.5863
ctg_1753	52649	102.2762	10.2276
ctg_1853	5353	17.599	1.7599
ctg_1816	6026	18.7281	1.8728
ctg_638	6425	53.6368	5.3637
ctg_1624	3643	24.7676	2.4768
ctg_1175	43448	93.2669	9.3267
ctg_6	52092	63.8733	6.3873
